Country Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Macao SAR, China",6.25,8.56,4.82,3.49,0.17,-3.2,-1.61,-1.98,-2.64,-1.56,0.98,4.4,5.15,5.57,8.61,1.17,2.81,5.81,6.11,5.5,6.05,4.56,2.37,1.23,3.0,2.75,0.81,0.03,1.05,0.48
Morocco,5.14,6.12,2.99,1.04,2.75,0.68,1.89,0.62,2.8,1.17,1.49,0.98,3.28,2.04,3.71,0.97,0.99,0.91,1.29,1.88,0.44,1.56,1.64,0.75,1.8,0.3,0.71,1.4,6.66,6.09
Moldova,486.43,29.87,23.51,11.77,7.7,39.26,31.3,9.76,5.3,11.75,12.52,11.96,12.78,12.37,12.78,-0.06,7.48,7.69,4.55,4.6,5.09,9.68,6.36,6.57,3.05,4.84,3.77,5.11,28.74,13.42
Madagascar,38.94,49.08,19.76,4.49,6.21,9.93,11.86,7.92,16.5,-1.7,13.96,18.36,10.77,10.29,9.3,8.95,9.25,9.48,5.71,5.83,6.08,7.4,6.04,8.61,8.59,5.61,4.2,5.81,8.16,9.87
Maldives,3.39,5.49,6.24,7.57,-1.4,2.95,-1.17,0.67,4.18,-1.26,-1.69,1.3,2.74,6.79,12.04,4.53,6.15,11.27,10.88,3.81,2.12,0.95,0.5,2.82,-0.13,0.22,-1.37,0.54,2.33,2.93
Middle East & North Africa,5.13,6.74,4.47,3.55,3.13,2.65,1.81,1.75,1.83,1.98,3.12,3.1,3.48,4.17,11.27,2.92,3.75,4.52,3.73,3.22,2.43,1.69,2.37,1.78,1.95,1.05,0.71,2.3,5.0,4.23
Mexico,6.97,35.0,34.38,20.63,15.93,16.59,9.49,6.37,5.03,4.55,4.69,3.99,3.63,3.97,5.12,5.3,4.16,3.41,4.11,3.81,4.02,2.72,2.82,6.04,4.9,3.64,3.4,5.69,7.9,5.53
Middle income,13.4,10.51,9.22,7.13,7.67,4.86,4.2,5.25,4.27,4.72,4.69,5.04,5.56,6.18,10.15,3.94,4.16,5.8,4.54,4.47,3.53,3.13,2.72,3.4,3.24,2.68,2.66,4.09,8.27,5.94
North Macedonia,126.58,16.37,2.47,1.29,0.54,-1.28,6.61,5.2,2.31,0.86,-0.45,0.53,3.21,2.25,8.33,-0.74,1.51,3.9,3.32,2.79,-0.28,-0.3,-0.24,1.35,1.46,0.77,1.2,3.23,14.2,9.36
Mali,23.18,13.44,6.81,-0.36,4.04,-1.2,-0.68,5.19,5.03,-1.35,-3.1,6.4,1.54,1.41,9.17,2.46,1.11,2.96,5.32,-0.61,0.88,1.45,-1.8,1.76,0.3,-1.66,0.44,3.93,9.62,2.06
Malta,4.13,4.43,2.05,3.11,2.39,2.13,2.37,2.93,2.19,1.3,2.79,3.01,2.77,1.25,4.26,2.08,1.52,2.96,2.38,1.18,0.31,1.1,0.64,1.36,1.16,1.64,0.64,1.5,6.15,5.09
Middle East & North Africa (excluding high income),11.74,11.86,6.84,3.65,3.87,2.69,2.68,2.13,2.73,4.34,3.8,3.8,5.05,4.33,12.31,2.92,3.95,4.97,6.09,4.82,2.9,3.0,3.18,4.82,4.37,2.48,1.78,5.21,6.66,6.09
Mongolia,87.58,0.04,46.89,36.56,9.36,7.56,11.6,6.28,0.92,5.13,8.24,12.72,5.1,9.63,27.96,7.62,10.05,8.41,14.33,10.49,12.25,5.74,0.73,4.3,6.82,7.3,3.8,7.35,15.15,10.35
Mauritania,4.13,6.54,4.68,4.63,8.03,4.07,3.25,4.71,3.9,5.15,10.37,12.13,6.24,7.25,7.35,2.22,6.28,5.69,4.9,4.13,3.53,3.25,1.47,2.25,3.07,2.3,2.39,3.57,9.53,4.95
Mauritius,7.32,6.03,6.55,6.83,6.81,6.91,4.2,5.39,6.42,3.92,4.71,4.94,8.91,8.83,9.73,2.52,2.93,6.52,3.85,3.54,3.22,1.29,0.98,3.67,3.22,0.41,2.58,4.03,10.77,7.05
Malawi,34.65,83.33,37.6,9.14,29.75,44.8,29.58,22.7,14.74,9.58,11.43,15.41,13.97,7.95,8.71,8.42,7.41,7.62,21.27,27.28,23.79,21.87,21.71,11.54,12.42,9.37,8.63,9.33,20.95,28.79
Malaysia,3.72,3.45,3.49,2.66,5.27,2.74,1.53,1.42,1.81,1.09,1.42,2.98,3.61,2.03,5.44,0.58,1.62,3.17,1.66,2.11,3.14,2.1,2.09,3.87,0.88,0.66,-1.14,2.48,3.38,2.49
North America,1.39,2.48,2.25,1.98,1.27,1.96,3.05,2.68,1.92,2.51,2.27,2.8,2.61,2.5,3.1,-0.03,1.71,3.03,1.79,1.2,1.76,0.62,1.35,1.86,2.36,1.88,0.98,4.05,7.4,4.0
Niger,36.04,10.56,5.29,2.93,4.55,-2.3,2.9,4.01,2.63,-1.61,0.26,7.8,0.04,0.05,11.31,0.58,0.8,2.94,0.46,2.3,-0.93,-0.58,1.65,2.8,2.97,-2.49,2.9,3.84,4.23,3.7
Nigeria,57.03,72.84,29.27,8.53,10.0,6.62,6.93,18.87,12.88,14.03,15.0,17.86,8.23,5.39,11.58,12.54,13.74,10.83,12.22,8.5,8.05,9.01,15.7,16.5,12.1,11.4,13.25,16.95,18.85,24.66
Netherlands,2.8,1.92,1.95,2.11,1.96,2.16,2.36,4.16,3.29,2.09,1.26,1.69,1.1,1.61,2.49,1.19,1.28,2.34,2.46,2.51,0.98,0.6,0.32,1.38,1.7,2.63,1.27,2.68,10.0,3.84
Norway,1.38,2.46,1.26,2.57,2.25,2.37,3.09,3.0,1.29,2.49,0.45,1.53,2.33,0.71,3.75,2.2,2.42,1.28,0.7,2.12,2.04,2.17,3.55,1.88,2.76,2.17,1.29,3.48,5.76,5.52
Nepal,8.35,7.62,9.22,4.01,11.24,7.45,2.48,2.69,3.03,5.71,2.84,6.84,6.92,2.27,9.91,11.09,9.33,9.23,9.46,9.04,8.36,7.87,8.79,3.63,4.06,5.57,5.05,4.15,7.65,7.11
New Zealand,1.75,3.75,2.29,1.19,1.27,-0.11,2.62,2.63,2.68,1.75,2.29,3.04,3.37,2.38,3.96,2.12,2.3,4.03,1.06,1.13,1.23,0.29,0.65,1.85,1.6,1.62,1.71,3.94,7.17,5.73
OECD members,3.5,4.35,3.0,2.27,2.11,2.17,3.06,3.19,2.48,2.18,2.26,2.47,2.6,2.48,4.11,1.1,1.81,3.37,2.53,1.45,0.62,0.34,0.44,1.82,1.93,1.74,0.73,2.82,8.24,5.68
Other small states,3.79,5.73,4.47,6.51,2.58,3.3,4.02,3.41,2.8,2.31,3.12,3.01,3.43,5.01,8.91,2.66,2.95,4.24,4.04,3.04,1.34,1.1,0.57,1.76,2.45,1.37,0.64,2.45,7.01,4.23
Pakistan,12.37,12.34,10.37,11.38,6.23,4.14,4.37,3.15,3.29,2.91,7.44,9.06,7.92,7.6,20.29,13.65,12.94,11.92,9.68,7.69,7.19,2.53,3.77,4.09,5.08,10.58,9.74,9.5,19.87,30.77
Panama,1.27,0.99,1.26,1.32,0.56,1.25,1.5,0.31,1.01,0.39,0.47,2.86,2.46,4.17,8.76,2.41,3.49,5.88,5.7,4.03,2.63,0.14,0.74,0.88,0.76,-0.36,-1.55,1.63,2.86,1.49
Peru,23.74,11.13,11.54,8.56,7.25,3.47,3.76,1.98,0.19,2.26,3.66,1.62,2.0,1.78,5.79,2.94,1.53,3.37,3.61,2.77,3.41,3.4,3.56,2.99,1.51,2.25,2.0,4.27,8.33,6.46
Philippines,10.39,6.83,7.48,5.59,9.23,5.94,3.98,5.35,2.72,2.29,4.83,6.52,5.49,2.9,8.26,4.22,3.79,4.72,3.03,2.58,3.6,0.67,1.25,2.85,5.31,2.39,2.39,3.93,5.82,5.98
Papua New Guinea,2.85,17.28,11.62,3.96,13.57,14.93,15.6,9.3,11.8,14.71,2.16,1.78,2.37,0.91,10.76,6.92,6.01,4.44,4.54,4.96,5.22,6.0,6.67,5.42,4.37,3.93,4.87,4.48,5.25,2.3
Poland,32.99,27.95,19.79,14.91,11.6,7.15,9.9,5.41,1.91,0.68,3.38,2.18,1.28,2.46,4.16,3.8,2.58,4.24,3.56,0.99,0.05,-0.87,-0.66,2.08,1.81,2.23,3.37,5.06,14.43,11.53
Pre-demographic dividend,34.65,16.43,7.19,6.87,6.47,3.81,4.17,5.08,4.38,5.23,4.11,7.8,6.7,6.0,10.29,4.56,3.98,6.43,6.44,4.63,3.31,3.4,4.66,4.98,2.97,2.45,3.4,4.22,8.06,7.25
Portugal,5.42,4.22,3.07,2.34,2.57,2.34,2.85,4.37,3.6,3.22,2.37,2.28,3.11,2.45,2.59,-0.84,1.4,3.65,2.77,0.27,-0.28,0.49,0.61,1.37,0.99,0.34,-0.01,1.27,7.83,4.31
Paraguay,20.57,13.43,9.8,6.95,11.55,6.75,8.98,7.27,10.51,14.24,4.32,6.81,9.59,8.13,10.15,2.59,4.65,8.25,3.68,2.68,5.03,3.13,4.09,3.6,3.98,2.76,1.77,4.79,9.77,4.63
Post-demographic dividend,2.95,3.75,2.62,2.2,1.83,1.61,2.58,2.66,2.0,2.02,2.08,2.38,2.46,2.33,4.15,0.84,2.0,3.33,2.49,1.41,0.91,0.37,0.61,1.73,1.74,1.62,0.63,2.51,7.88,5.09
Qatar,1.32,2.96,4.9,4.83,2.95,2.18,1.65,1.47,0.24,2.26,6.8,8.81,11.84,13.76,15.05,-4.86,-2.43,1.14,2.32,3.22,3.35,1.81,2.68,0.39,0.26,-0.67,-2.54,2.3,5.0,3.03
Romania,136.76,32.24,38.83,154.76,59.1,45.8,45.67,34.48,22.54,15.27,11.87,9.01,6.56,4.84,7.85,5.59,6.09,5.79,3.33,3.98,1.07,-0.59,-1.54,1.34,4.63,3.83,2.63,5.05,13.8,10.4
South Asia,8.35,9.49,8.98,7.16,9.36,4.69,4.01,3.15,3.33,3.81,4.11,6.94,6.77,7.2,10.97,4.98,7.58,10.25,9.47,7.61,6.83,4.16,4.17,4.52,3.33,3.63,5.69,5.55,7.65,7.11
Saudi Arabia,0.56,4.87,1.22,0.06,-0.37,-1.33,-1.12,-1.12,0.25,0.61,0.52,0.48,2.21,4.17,9.87,5.06,5.34,5.83,2.87,3.53,2.24,1.21,2.07,-0.84,2.46,-2.09,3.45,3.06,2.47,2.33
Senegal,32.29,7.86,2.75,1.75,1.16,0.83,0.73,2.97,2.34,-0.05,0.51,1.71,2.11,5.85,7.35,-2.25,1.23,3.4,1.42,0.71,-1.09,0.14,0.84,1.32,0.46,1.76,2.54,2.18,9.7,5.94
Singapore,3.1,1.72,1.38,2.0,-0.27,0.02,1.36,1.0,-0.39,0.51,1.66,0.43,0.96,2.1,6.63,0.6,2.82,5.25,4.58,2.36,1.03,-0.52,-0.53,0.58,0.44,0.57,-0.18,2.3,6.12,4.82
Solomon Islands,13.26,9.63,11.77,8.08,12.4,8.02,7.89,6.93,10.93,8.27,6.99,7.33,11.22,7.67,17.32,7.09,1.05,7.34,5.91,5.39,5.17,-0.57,0.51,0.49,3.46,1.63,2.96,-0.12,5.52,5.89
El Salvador,10.59,10.03,9.79,4.49,2.55,0.51,2.27,3.75,1.87,2.12,4.45,4.69,4.04,4.58,6.71,1.06,1.18,5.13,1.73,0.76,1.14,-0.73,0.6,1.01,1.09,0.08,-0.37,3.47,7.2,4.05
Sub-Saharan Africa (excluding high income),28.81,12.29,7.27,8.17,6.66,4.25,4.2,5.08,5.03,6.08,4.18,6.61,6.62,7.03,10.3,4.85,4.09,5.69,6.58,4.91,4.4,3.47,5.49,5.21,4.27,2.87,3.84,4.44,9.46,7.05
Sub-Saharan Africa,27.45,11.43,7.19,7.65,6.44,4.36,4.5,5.15,4.71,5.68,4.14,6.43,6.54,6.79,10.38,5.01,4.03,5.37,6.58,4.89,4.4,3.55,5.43,5.2,4.09,2.84,3.48,4.61,9.39,6.7
Small states,2.69,2.89,2.98,3.46,2.89,2.95,2.49,3.38,2.19,2.2,2.96,3.1,3.59,4.47,8.33,2.2,2.97,4.0,3.4,1.75,1.16,0.61,0.61,1.63,2.19,1.31,0.5,2.41,6.28,4.39
Slovak Republic,13.42,9.84,5.78,6.14,6.67,10.57,12.04,7.33,3.13,8.55,7.55,2.71,4.48,2.76,4.6,1.62,0.96,3.92,3.61,1.4,-0.08,-0.33,-0.52,1.31,2.51,2.66,1.94,3.15,12.77,10.53
Slovenia,20.99,13.46,9.86,8.36,7.89,6.16,8.91,8.38,7.48,5.54,3.59,2.45,2.46,3.66,5.65,0.84,1.8,1.8,2.6,1.77,0.2,-0.53,-0.05,1.43,1.74,1.63,-0.05,1.92,8.83,7.45
Sweden,2.16,2.46,0.53,0.66,-0.27,0.46,0.9,2.41,2.16,1.93,0.37,0.45,1.36,2.21,3.44,-0.49,1.16,2.96,0.89,-0.04,-0.18,-0.05,0.98,1.79,1.95,1.78,0.5,2.16,8.37,8.55
Seychelles,1.74,-0.24,-1.1,0.62,2.58,6.35,6.27,5.97,0.17,3.3,3.86,0.91,-0.35,5.32,36.96,31.75,-2.4,2.56,7.11,4.34,1.39,4.04,-1.02,2.86,3.7,1.81,1.2,9.77,2.63,-1.04
Chad,41.72,9.23,11.33,5.57,4.26,-8.03,3.82,12.43,5.19,-1.75,-5.36,7.89,8.04,-8.97,10.3,9.95,-2.08,2.03,7.52,0.22,1.68,4.38,-0.79,-1.54,4.27,-0.97,4.46,-0.77,5.79,10.84
East Asia & Pacific (IDA & IBRD countries),7.66,5.82,7.31,5.61,8.61,4.29,2.16,4.27,2.34,3.23,4.53,4.54,4.64,4.81,10.34,3.68,3.61,5.16,3.03,2.93,3.37,1.09,1.76,2.88,2.83,1.93,2.39,2.61,5.52,4.78
Europe & Central Asia (IDA & IBRD countries),222.24,85.89,38.83,15.94,10.58,19.19,13.18,7.86,5.7,4.72,6.88,7.58,7.0,8.4,10.44,3.47,6.14,7.67,3.37,3.38,2.53,3.87,1.2,3.13,2.61,2.68,2.73,5.11,13.89,9.36
Thailand,5.05,5.82,5.81,5.63,7.99,0.28,1.59,1.63,0.7,1.8,2.76,4.54,4.64,2.24,5.47,-0.85,3.25,3.81,3.01,2.18,1.9,-0.9,0.19,0.67,1.06,0.71,-0.85,1.23,6.08,1.23
Latin America & the Caribbean (IDA & IBRD countries),10.72,11.13,9.79,7.15,5.27,3.49,4.76,5.31,4.24,4.55,4.45,4.7,4.29,5.54,8.4,2.76,3.8,5.46,4.14,2.74,3.43,2.92,2.54,2.82,2.3,2.09,1.38,3.88,7.84,4.63
Middle East & North Africa (IDA & IBRD countries),11.74,11.86,6.84,3.6,3.79,2.67,2.29,2.27,2.72,4.27,3.96,3.49,6.25,4.74,12.66,3.29,3.97,5.02,6.34,4.82,2.91,4.44,3.63,5.31,4.46,3.01,2.1,5.46,7.48,7.71
South Asia (IDA & IBRD),8.35,9.49,8.98,7.16,9.36,4.69,4.01,3.15,3.33,3.81,4.11,6.94,6.77,7.2,10.97,4.98,7.58,10.25,9.47,7.61,6.83,4.16,4.17,4.52,3.33,3.63,5.69,5.55,7.65,7.11
Sub-Saharan Africa (IDA & IBRD countries),27.45,11.43,7.19,7.65,6.44,4.36,4.5,5.15,4.71,5.68,4.14,6.43,6.54,6.79,10.38,5.01,4.03,5.37,6.58,4.89,4.4,3.55,5.43,5.2,4.09,2.84,3.48,4.61,9.39,6.7
Trinidad and Tobago,8.81,5.18,3.4,3.63,5.61,3.44,3.56,5.54,4.15,3.81,3.72,6.87,8.33,7.89,12.03,6.98,10.55,5.11,9.26,5.2,5.68,4.66,3.07,1.88,1.02,1.0,0.6,2.06,5.83,4.63
Tunisia,4.73,6.24,3.73,3.65,3.13,2.69,2.96,1.98,2.72,2.71,3.63,2.02,3.23,2.97,4.35,3.66,3.34,3.24,4.61,5.32,4.63,4.44,3.63,5.31,7.31,6.72,5.63,5.71,8.31,9.33
Turkiye,105.21,89.11,80.41,85.67,84.64,64.87,54.92,54.4,44.96,21.6,8.6,8.18,9.6,8.76,10.44,6.25,8.57,6.47,8.89,7.49,8.85,7.67,7.78,11.14,16.33,15.18,12.28,19.6,72.31,53.86
Tanzania,34.08,27.43,20.98,16.09,12.8,7.89,5.92,5.15,5.32,5.3,4.74,5.03,7.25,7.03,10.28,12.14,6.2,12.69,16.0,7.87,6.13,5.59,5.17,5.32,3.49,3.46,3.29,3.69,4.35,3.8
Uganda,10.04,6.55,7.19,8.17,0.07,5.78,3.39,1.87,-0.29,8.68,3.72,8.45,7.31,6.14,12.05,13.02,3.98,16.56,12.68,4.91,3.08,5.59,5.71,5.21,2.62,2.87,3.31,2.2,7.2,5.35
Ukraine,891.19,376.75,80.33,15.94,10.58,22.68,28.2,11.96,0.76,5.18,9.05,13.57,9.05,12.84,25.23,15.88,9.37,7.96,0.57,-0.24,12.07,48.7,13.91,14.44,10.95,7.89,2.73,9.36,20.18,12.85
Upper middle income,22.57,13.43,9.8,7.15,6.88,5.18,4.98,6.28,5.3,5.13,4.71,4.69,4.42,5.84,9.73,2.94,3.91,5.68,3.78,2.77,3.14,2.39,2.11,3.35,2.83,2.02,1.89,4.03,8.64,4.94
Uruguay,44.74,42.25,28.34,19.82,10.81,5.66,4.76,4.36,13.97,19.38,9.16,4.7,6.4,8.11,7.88,7.06,6.7,8.09,8.1,8.58,8.88,8.67,9.64,6.22,7.61,7.88,9.76,7.75,9.1,5.87
United States,2.61,2.81,2.93,2.34,1.55,2.19,3.38,2.83,1.59,2.27,2.68,3.39,3.23,2.85,3.84,-0.36,1.64,3.16,2.07,1.46,1.62,0.12,1.26,2.13,2.44,1.81,1.23,4.7,8.0,4.12
St. Vincent and the Grenadines,1.01,1.74,4.41,0.44,2.14,1.01,0.17,0.9,1.86,0.21,2.96,3.73,2.74,7.24,10.07,0.42,0.75,3.19,2.6,0.81,0.19,-1.73,-0.15,2.15,2.32,0.91,-0.63,1.57,5.66,4.56
World,10.25,9.08,6.53,5.55,5.1,3.04,3.43,3.84,2.91,3.03,3.52,4.11,4.27,4.81,8.95,2.86,3.33,4.82,3.73,2.65,2.35,1.44,1.61,2.25,2.44,2.22,1.91,3.48,7.93,5.64
South Africa,8.94,8.68,7.35,8.6,6.88,5.18,5.34,5.7,9.49,5.68,-0.69,2.06,3.24,6.18,10.07,7.22,4.09,5.0,5.72,5.78,6.13,4.54,6.57,5.18,4.52,4.12,3.21,4.61,7.04,6.07
Zambia,54.6,34.93,43.07,24.42,24.46,26.79,26.03,21.39,22.23,21.4,17.97,18.32,9.02,10.66,12.45,13.4,8.5,6.43,6.58,6.98,7.81,10.11,17.87,6.58,7.49,9.15,15.73,22.02,10.99,10.88
