Country Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean,1795.86,1942.63,2101.36,2303.82,2332.21,2107.78,2326.95,2282.57,2052.73,2091.86,2405.43,2903.18,3397.28,3998.72,4644.08,4357.53,5397.42,6138.99,6210.85,6364.36,6485.37,5420.63,5285.77,5869.26,5743.19,5659.31,4805.51,5581.05,6344.87,7100.14
Least developed countries: UN classification,167.27,171.53,180.7,188.73,191.34,197.28,224.16,216.07,236.33,267.62,307.43,362.43,419.51,503.81,617.43,611.69,691.27,788.56,825.27,898.74,966.69,928.29,944.2,1033.37,1100.5,1161.45,1172.27,1279.71,1435.85,1516.31
Low income,103.19,95.74,92.51,98.8,99.79,100.71,123.88,117.06,128.77,143.8,168.05,200.69,233.31,284.15,341.91,340.32,374.46,406.24,384.27,396.29,424.19,417.76,385.21,403.45,420.21,447.11,442.7,474.82,547.2,663.53
Sri Lanka,11.72,13.03,13.9,15.09,15.79,15.66,16.33,15.75,16.54,18.88,20.66,24.41,28.28,32.35,40.71,42.07,58.64,67.75,70.45,77.0,82.53,85.14,88.01,94.38,94.49,89.01,84.3,88.61,74.14,84.36
Lower middle income,839.71,997.46,1136.32,1192.03,1217.73,1122.83,1185.57,1198.12,1264.22,1434.28,1649.98,1901.03,2226.45,2725.02,3014.46,3143.24,3782.64,4221.08,4460.33,4717.34,5095.59,5089.67,5304.01,5741.38,5994.12,6298.71,6102.31,6911.86,7371.4,7439.51
Low & middle income,4051.57,4628.27,5140.55,5455.06,5428.42,5224.98,5680.76,5689.23,5798.28,6488.02,7609.5,8986.08,10577.82,12986.79,15415.25,15449.57,18785.59,22125.4,23520.24,24956.4,26112.98,25336.69,25597.07,27987.41,29791.62,30495.39,29521.43,34778.13,36465.23,37533.77
Late-demographic dividend,2441.35,3024.94,3336.41,3493.23,3366.69,3112.22,3414.6,3529.67,3741.29,4262.68,5122.7,6178.9,7456.06,9390.66,11676.27,11279.8,13567.97,16536.99,17686.78,19051.53,19788.15,18565.29,18605.45,20647.67,22641.26,23070.24,22553.19,26910.41,28079.44,28348.48
Luxembourg,17.7,20.85,20.9,19.56,20.15,21.9,21.23,21.39,23.65,29.67,35.06,37.67,42.91,51.59,58.84,54.47,56.21,61.7,59.78,65.2,68.8,60.07,62.22,65.71,71.0,69.89,73.7,85.58,81.64,85.76
"Macao SAR, China",6.31,7.05,7.18,7.27,6.8,6.55,6.77,6.86,7.37,8.25,10.64,12.16,14.87,18.44,21.03,21.59,28.24,36.85,43.19,51.54,54.9,45.05,45.07,50.38,55.19,55.08,25.34,30.97,25.0,45.8
Morocco,35.6,39.03,43.16,39.15,46.5,46.27,43.02,43.83,47.08,58.03,66.11,68.85,75.88,86.95,101.82,101.15,100.87,110.08,106.94,115.74,119.13,110.41,111.57,118.54,127.34,128.92,121.35,142.02,130.95,144.42
Moldova,1.7,1.75,1.7,1.93,1.7,1.17,1.29,1.48,1.66,1.98,2.6,2.99,3.41,4.4,6.05,5.44,6.97,8.41,8.71,9.5,9.4,7.8,7.98,9.51,11.25,11.74,11.53,13.69,14.51,16.54
Madagascar,3.52,3.84,4.93,4.26,4.4,4.28,4.63,5.44,5.35,6.37,5.06,5.86,6.4,8.52,10.73,9.62,9.98,11.55,11.58,12.42,12.52,11.32,11.85,13.18,13.76,14.1,13.05,14.55,15.13,15.79
Maldives,0.36,0.4,0.45,0.51,0.54,0.59,0.62,0.87,0.9,1.05,1.23,1.16,1.58,1.87,2.27,2.35,2.59,2.77,2.89,3.3,3.7,4.13,4.41,4.82,5.4,5.73,3.71,5.25,6.18,6.59
Middle East & North Africa,648.76,716.06,796.66,835.24,816.82,888.45,995.46,990.21,982.25,1091.93,1287.57,1545.03,1815.64,2146.34,2676.96,2404.91,2822.24,3401.56,3662.12,3610.79,3630.93,3202.94,3236.2,3375.98,3608.66,3598.45,3207.94,3807.87,4475.71,4320.57
Mexico,553.62,380.16,432.16,523.45,557.46,631.25,742.06,796.06,810.67,765.55,819.46,917.57,1020.27,1102.36,1161.55,943.44,1105.42,1229.01,1255.11,1327.44,1364.51,1213.29,1112.23,1190.72,1256.3,1304.11,1121.06,1316.57,1464.31,1789.11
Middle income,3951.05,4533.16,5047.17,5355.42,5327.95,5124.15,5558.38,5573.07,5671.24,6346.13,7443.64,8788.16,10347.52,12706.14,15077.89,15113.7,18414.88,21722.09,23137.08,24560.8,25689.91,24920.28,25211.67,27582.98,29369.99,30047.54,29078.43,34301.14,35917.68,36878.12
North Macedonia,3.56,4.71,4.64,3.91,3.77,3.86,3.77,3.71,4.02,4.95,5.68,6.26,6.86,8.34,9.91,9.4,9.41,10.49,9.75,10.82,11.36,10.06,10.67,11.31,12.68,12.61,12.36,14.0,13.93,15.76
Mali,2.08,2.71,2.78,2.7,2.92,3.44,2.96,3.47,3.91,4.71,5.45,6.25,6.91,8.16,9.84,10.23,10.69,13.0,12.44,13.24,14.36,13.1,14.03,15.37,17.07,17.28,17.47,19.31,18.78,20.66
Malta,3.0,3.71,3.82,3.79,4.01,4.11,4.04,4.07,4.46,5.42,6.1,6.39,6.75,7.91,9.14,8.73,9.1,9.79,9.61,10.8,11.89,11.34,12.03,14.16,16.15,16.34,16.39,19.72,19.21,22.33
Middle East & North Africa (excluding high income),307.43,340.26,380.85,400.5,410.73,449.13,474.55,480.45,463.16,507.83,602.3,705.65,827.63,1016.11,1253.84,1218.91,1413.49,1657.67,1782.88,1651.62,1627.89,1461.56,1497.8,1499.23,1490.67,1480.18,1328.87,1552.75,1741.92,1671.17
Mongolia,0.93,1.45,1.35,1.18,1.12,1.06,1.14,1.27,1.4,1.6,1.99,2.52,3.41,4.23,5.62,4.58,7.19,10.41,12.29,12.58,12.23,11.62,11.18,11.48,13.18,14.21,13.31,15.29,17.15,20.33
Mauritania,1.94,2.09,2.13,2.07,2.03,1.99,1.78,1.75,1.78,2.05,2.36,2.94,3.92,4.35,5.21,4.71,5.63,6.76,6.73,7.22,6.59,6.17,6.4,6.8,7.47,7.89,8.26,9.22,9.56,10.65
Mauritius,3.61,4.09,4.48,4.24,4.23,4.4,4.73,4.68,4.91,5.89,6.67,6.58,7.03,8.15,9.99,9.13,10.0,11.52,11.67,12.29,13.07,12.01,12.59,13.71,14.74,14.44,11.41,11.48,12.93,14.64
Malawi,1.72,2.03,3.32,3.88,2.55,2.58,2.54,2.5,5.09,4.67,5.06,5.32,5.82,6.45,7.74,9.01,10.13,11.65,8.77,8.03,8.8,9.22,7.91,8.94,9.88,11.05,11.77,12.38,12.43,12.71
Malaysia,74.48,88.71,100.86,100.01,72.17,79.15,93.79,92.78,100.85,110.2,124.75,143.53,162.69,193.55,230.81,202.26,255.02,297.95,314.44,323.28,338.07,301.36,301.26,319.11,358.79,365.18,337.46,373.78,407.61,399.71
North America,7869.05,8247.74,8706.43,9235.47,9699.95,10312.91,10999.21,11324.59,11693.69,12356.18,13248.37,14217.17,15140.99,15949.82,16329.83,15859.35,16672.95,17399.37,18088.71,18733.75,19420.3,19858.18,20339.81,21268.51,22389.07,23291.13,23016.68,25695.93,28176.2,29871.32
Niger,1.94,2.3,2.41,2.29,2.64,2.54,2.24,2.45,2.78,3.39,3.76,4.38,4.76,5.73,7.3,7.35,7.85,8.77,9.43,10.22,10.86,9.68,10.4,11.19,12.84,12.89,13.74,14.92,15.43,16.82
Nigeria,80.4,140.92,185.73,200.85,218.42,59.15,69.17,73.56,95.05,104.74,135.76,175.67,238.45,278.26,339.48,295.01,366.99,414.47,463.97,520.12,574.18,493.03,404.65,375.75,421.74,474.52,432.2,440.83,477.4,363.85
Netherlands,379.69,452.97,451.37,417.51,438.61,447.78,417.65,432.54,475.53,582.44,661.22,688.13,737.59,853.5,957.9,878.95,852.46,913.14,845.69,883.95,901.56,775.74,797.16,848.23,929.73,928.9,932.56,1054.47,1046.54,1154.36
Norway,127.13,152.03,163.52,161.36,154.23,162.38,171.46,174.24,195.91,229.39,265.27,309.98,346.92,402.64,464.92,387.98,431.05,501.36,512.78,526.01,501.74,388.16,370.96,401.75,439.79,408.74,367.63,503.37,593.73,485.31
Nepal,4.07,4.4,4.52,4.92,4.86,5.03,5.49,6.01,6.05,6.33,7.27,8.13,9.04,10.33,12.55,12.85,16.0,21.57,21.7,22.16,22.73,24.36,24.52,28.97,33.11,34.19,33.43,36.92,41.18,40.91
New Zealand,55.31,63.92,70.14,66.08,56.23,58.76,52.62,53.87,66.63,88.25,103.91,114.72,111.54,137.19,133.13,121.37,146.52,168.3,176.21,190.91,201.34,178.1,188.9,206.57,211.85,212.85,212.7,253.64,246.73,252.18
OECD members,23300.25,25683.84,25901.6,25510.06,25775.37,27081.54,27681.87,27429.31,28618.59,32010.23,35639.09,37692.61,39774.22,43545.86,46242.43,43267.72,45384.8,48832.93,48769.43,49464.58,50499.38,47636.46,48559.83,50712.04,53631.77,54179.48,53000.81,59169.6,60691.33,64746.56
Other small states,42.98,50.14,51.66,52.08,52.08,54.54,56.45,56.56,61.65,75.81,90.03,102.04,114.19,136.82,150.55,130.62,139.36,158.48,157.53,164.53,169.82,153.63,161.59,180.0,197.1,198.51,181.48,212.3,228.43,241.09
Pakistan,52.29,60.64,63.32,62.43,62.19,62.97,99.48,97.15,97.92,112.37,132.22,145.21,161.87,184.14,202.2,187.34,196.71,230.59,250.11,258.66,271.39,299.96,313.63,339.21,356.13,320.91,300.43,348.52,374.89,337.91
Panama,9.37,9.57,9.2,10.06,11.02,11.66,11.97,12.25,12.8,13.6,15.1,16.62,18.66,21.72,25.72,27.79,30.23,35.69,41.6,46.95,51.43,55.77,59.76,64.33,67.32,69.78,57.06,67.4,76.28,83.32
Peru,44.88,53.31,55.25,58.15,55.5,50.19,51.74,52.03,54.78,58.73,66.77,76.06,88.64,102.17,120.55,120.82,147.53,171.76,192.65,201.18,200.79,189.8,191.9,211.01,222.6,228.35,201.41,226.35,246.49,267.6
Philippines,73.16,84.64,94.65,94.11,74.49,85.64,83.67,78.92,84.31,87.04,95.0,107.42,127.65,155.98,181.62,175.97,208.37,234.22,261.92,283.9,297.48,306.45,318.63,328.48,346.84,376.82,361.75,394.09,404.35,437.15
Papua New Guinea,5.5,4.64,5.16,4.94,3.79,3.48,3.52,3.08,3.0,3.54,3.93,4.87,8.35,9.55,11.67,11.62,14.25,17.99,21.3,21.26,23.21,21.72,20.76,22.74,24.11,24.75,23.85,26.11,31.65,30.73
Poland,110.8,142.84,160.81,159.89,175.28,170.7,172.95,191.82,199.69,218.56,256.27,307.0,345.9,429.72,535.61,440.89,478.11,527.85,498.15,518.18,542.13,480.05,473.26,528.36,594.62,602.68,605.91,689.17,695.61,809.2
Pre-demographic dividend,189.98,279.72,338.89,371.72,393.13,244.88,282.74,269.01,309.41,337.09,419.81,522.88,657.28,794.69,990.63,898.1,1049.04,1215.35,1321.87,1450.62,1537.56,1307.39,1164.56,1216.07,1355.25,1428.93,1311.36,1439.36,1647.53,1566.94
Portugal,99.69,118.12,122.63,117.02,123.95,127.47,118.61,121.6,134.8,165.23,189.38,197.25,208.76,240.5,263.42,244.67,238.44,245.43,216.54,226.68,230.08,199.04,206.31,220.86,242.09,240.12,229.62,256.06,256.9,289.11
Paraguay,7.87,9.06,9.79,9.97,9.26,8.84,8.86,8.5,7.2,7.69,9.62,10.74,13.43,17.86,24.62,22.36,27.26,33.76,33.27,38.5,40.38,36.21,36.09,39.0,40.23,37.93,35.43,39.95,41.95,42.96
Post-demographic dividend,22515.77,24978.44,25096.5,24603.38,24707.75,25955.13,26410.35,26157.0,27285.11,30595.45,34000.5,35786.08,37659.87,41105.43,43544.88,41008.63,42771.54,45955.12,45868.25,46369.28,47311.36,44758.28,45784.25,47755.72,50598.12,51134.89,50140.84,55828.87,57066.75,60485.25
Qatar,7.37,8.14,9.06,11.3,10.26,12.39,17.76,17.54,19.36,23.53,31.73,44.53,60.88,79.71,115.27,97.8,125.12,167.78,186.83,198.73,206.22,161.74,151.73,161.1,183.33,176.37,144.41,179.73,235.71,213.0
Romania,30.07,37.43,36.94,35.58,41.7,35.95,37.25,40.4,46.07,57.81,74.97,98.45,122.02,174.59,214.32,174.11,170.06,192.62,179.12,189.8,199.72,177.89,185.29,210.15,243.47,251.68,252.03,286.58,296.35,350.78
South Asia,432.09,479.59,524.68,550.41,558.12,598.0,647.68,662.51,695.46,811.67,941.6,1075.83,1220.74,1536.04,1559.69,1702.71,2082.39,2294.13,2327.97,2389.93,2614.95,2733.65,3011.07,3433.92,3534.07,3658.21,3493.12,4079.87,4327.39,4494.99
Saudi Arabia,135.17,143.34,158.66,165.96,146.78,161.72,189.51,184.14,189.61,215.81,258.74,328.46,376.9,415.96,519.8,429.1,528.21,676.63,741.85,753.86,766.61,669.48,666.0,714.99,846.58,838.56,734.27,874.16,1108.57,1067.58
Senegal,5.03,6.33,6.56,6.04,6.51,6.59,6.01,6.51,7.01,8.77,10.08,11.01,11.7,13.99,16.85,16.15,16.12,17.81,17.66,18.92,19.8,17.77,19.04,21.0,23.12,23.4,24.53,27.52,27.62,30.85
Singapore,73.69,87.81,96.29,100.12,85.73,86.29,96.08,89.79,92.54,97.65,115.03,127.81,148.63,180.94,193.62,194.15,239.81,279.36,295.09,307.58,314.86,308.0,319.05,343.26,376.89,376.9,349.49,434.11,498.47,501.43
Solomon Islands,0.4,0.47,0.51,0.53,0.46,0.49,0.42,0.41,0.35,0.42,0.47,0.55,0.62,0.7,0.78,0.81,0.9,1.06,1.19,1.29,1.34,1.31,1.38,1.47,1.62,1.62,1.54,1.52,1.57,1.63
El Salvador,7.68,8.92,9.59,10.22,10.94,11.28,11.78,12.28,12.66,13.24,13.72,14.7,16.0,17.01,17.99,17.6,18.45,20.28,21.39,21.99,22.59,23.44,24.19,24.98,26.02,26.88,24.92,29.04,31.99,34.02
Sub-Saharan Africa (excluding high income),377.14,479.94,536.11,564.04,565.28,403.4,427.68,409.72,446.06,561.84,697.6,827.87,976.55,1130.66,1281.84,1224.55,1448.58,1628.27,1691.85,1798.0,1874.74,1668.61,1521.74,1659.17,1781.02,1834.34,1721.81,1933.57,2073.34,2042.44
Sub-Saharan Africa,377.66,480.48,536.64,564.64,565.92,404.07,428.34,410.38,446.81,562.6,698.5,828.85,977.63,1131.74,1282.82,1225.4,1449.56,1629.33,1692.94,1799.33,1876.12,1670.04,1523.3,1660.85,1782.8,1836.2,1723.19,1935.06,2075.4,2044.58
Small states,56.19,64.16,66.73,70.4,71.11,74.87,77.37,77.59,83.9,99.3,115.19,129.67,145.8,171.15,186.65,165.38,176.39,197.27,198.46,206.15,213.24,197.79,205.05,225.72,244.62,247.27,222.76,258.94,287.51,305.55
Slovak Republic,20.43,26.18,28.2,27.84,29.98,30.5,29.22,30.73,35.24,46.62,57.22,62.55,70.75,86.59,100.83,89.34,91.11,99.71,94.72,99.13,101.71,89.18,90.35,95.98,106.61,105.84,107.73,120.59,115.93,132.91
Slovenia,16.4,21.37,21.47,20.73,22.06,22.61,20.16,20.67,23.21,29.36,34.16,35.95,39.26,47.88,55.51,49.98,47.79,51.2,46.17,47.87,49.51,42.71,44.29,48.15,53.69,53.91,53.38,61.53,59.93,69.15
Sweden,228.7,267.05,291.95,268.25,270.89,274.32,262.91,242.5,267.37,334.07,384.55,391.69,422.53,490.05,514.62,434.31,492.75,570.54,549.74,584.13,577.73,501.7,514.22,536.08,551.31,532.17,545.15,637.19,579.9,584.96
Seychelles,0.52,0.54,0.54,0.6,0.65,0.66,0.65,0.66,0.74,0.75,0.89,0.98,1.08,1.08,0.98,0.85,0.98,1.06,1.09,1.33,1.39,1.43,1.57,1.68,1.78,1.87,1.38,1.49,2.06,2.14
Chad,1.18,1.45,1.61,1.54,1.74,1.53,1.39,1.71,2.0,2.74,4.42,6.65,7.43,8.65,10.39,9.29,10.67,12.17,12.37,12.95,13.94,10.95,10.1,10.0,11.24,11.31,10.72,11.78,12.4,13.15
East Asia & Pacific (IDA & IBRD countries),1070.67,1320.53,1516.6,1568.82,1431.58,1576.11,1734.18,1845.15,2042.2,2311.53,2680.31,3104.79,3739.38,4727.55,5981.64,6485.45,7893.43,9642.05,10750.49,11860.06,12789.81,13313.0,13604.41,14869.98,16628.46,17201.6,17474.73,20824.11,21098.85,21136.71
Europe & Central Asia (IDA & IBRD countries),830.06,925.41,952.47,982.27,949.79,823.77,895.73,911.1,1024.13,1260.03,1629.86,2040.78,2468.44,3174.79,3930.83,3116.93,3662.18,4455.83,4651.7,4920.5,4649.63,3632.53,3490.88,3922.72,4091.55,4175.89,3916.85,4642.91,5237.81,5497.9
Thailand,146.68,169.28,183.04,150.18,113.68,126.67,126.39,120.3,134.3,152.28,172.9,189.32,221.76,262.94,291.38,281.71,341.1,370.82,397.56,420.33,407.34,401.3,413.37,456.36,506.75,543.98,500.46,506.26,495.65,514.97
Latin America & the Caribbean (IDA & IBRD countries),1715.29,1856.22,2016.73,2212.23,2233.59,2002.86,2214.46,2161.32,1927.28,1960.49,2264.85,2751.98,3234.9,3826.94,4465.82,4176.8,5212.16,5941.94,6007.69,6156.62,6273.01,5197.17,5056.17,5634.73,5506.62,5413.33,4561.92,5313.45,6049.07,6779.68
Middle East & North Africa (IDA & IBRD countries),304.59,336.98,377.44,396.74,406.66,444.86,470.24,476.45,459.61,503.86,597.7,700.53,822.28,1010.29,1246.53,1210.83,1403.81,1646.48,1770.67,1638.1,1613.9,1447.59,1482.4,1483.1,1474.39,1463.04,1313.34,1534.64,1722.76,1653.77
South Asia (IDA & IBRD),432.09,479.59,524.68,550.41,558.12,598.0,647.68,662.51,695.46,811.67,941.6,1075.83,1220.74,1536.04,1559.69,1702.71,2082.39,2294.13,2327.97,2389.93,2614.95,2733.65,3011.07,3433.92,3534.07,3658.21,3493.12,4079.87,4327.39,4494.99
Sub-Saharan Africa (IDA & IBRD countries),377.66,480.48,536.64,564.64,565.92,404.07,428.34,410.38,446.81,562.6,698.5,828.85,977.63,1131.74,1282.82,1225.4,1449.56,1629.33,1692.94,1799.33,1876.12,1670.04,1523.3,1660.85,1782.8,1836.2,1723.19,1935.06,2075.4,2044.58
Trinidad and Tobago,4.95,5.33,5.76,5.74,6.04,6.81,8.15,8.82,9.01,11.31,13.28,15.98,18.37,21.64,27.87,19.17,22.16,25.43,27.33,28.71,29.7,27.03,23.72,24.04,24.57,23.78,20.81,24.5,30.05,27.37
Tunisia,15.63,18.03,19.59,20.75,21.8,22.94,21.47,22.07,23.14,27.45,31.18,32.27,34.38,38.92,44.86,43.46,46.21,48.12,47.31,48.69,50.27,45.78,44.36,42.16,42.69,41.91,42.49,46.81,44.58,48.53
Turkiye,130.65,169.32,181.46,189.88,275.94,256.4,274.29,201.75,240.25,314.6,408.87,506.31,557.08,681.32,770.45,649.29,776.97,838.79,880.56,957.8,938.93,864.31,869.68,858.99,778.97,761.01,720.34,819.87,907.12,1118.25
Tanzania,6.55,7.63,9.43,11.16,12.17,12.7,13.37,13.56,14.13,15.21,16.67,18.4,18.62,21.86,27.95,29.4,32.01,34.66,39.65,45.65,49.99,47.41,49.77,53.27,57.0,61.03,66.07,70.66,75.77,79.06
Uganda,3.99,5.76,6.04,6.27,6.58,6.0,6.19,5.84,6.18,6.61,7.94,9.24,9.98,11.9,14.44,25.13,26.67,27.87,27.31,28.92,32.61,32.39,29.2,30.74,32.93,35.35,37.6,40.53,45.57,48.77
Ukraine,52.55,48.21,44.56,50.15,41.88,31.58,32.38,39.31,43.96,52.01,67.22,89.24,111.88,148.73,188.11,121.55,141.21,169.33,182.59,190.5,133.5,91.03,93.36,112.09,130.89,153.88,156.62,199.77,161.99,178.76
Upper middle income,3111.48,3535.67,3910.79,4163.33,4110.16,4001.28,4372.78,4374.92,4406.97,4911.78,5793.59,6887.07,8121.0,9981.04,12063.43,11970.46,14632.24,17501.02,18676.74,19843.46,20594.32,19830.62,19907.66,21841.6,23375.87,23748.83,22976.12,27390.62,28547.07,29440.02
Uruguay,17.47,19.3,20.52,23.97,25.39,23.98,22.82,20.9,13.61,12.05,13.69,17.36,19.74,23.8,31.12,32.71,41.95,50.34,54.23,61.34,61.5,57.68,57.48,65.01,65.34,62.22,53.67,60.76,70.16,77.24
United States,7287.24,7639.75,8073.12,8577.55,9062.82,9631.17,10250.95,10581.93,10929.11,11456.45,12217.2,13039.2,13815.58,14474.23,14769.86,14478.07,15048.97,15599.73,16253.97,16880.68,17608.14,18295.02,18804.91,19612.1,20656.52,21539.98,21354.1,23681.17,26006.89,27720.71
St. Vincent and the Grenadines,0.29,0.32,0.33,0.35,0.37,0.39,0.43,0.46,0.49,0.51,0.55,0.58,0.64,0.71,0.73,0.71,0.72,0.71,0.73,0.76,0.77,0.79,0.81,0.84,0.88,0.91,0.87,0.87,0.97,1.07
World,27941.9,31149.68,31866.9,31760.81,31702.68,32747.09,33855.85,33646.06,34940.17,39181.76,44151.1,47811.68,51815.36,58389.22,64152.28,60814.5,66609.71,74080.84,75705.85,77873.45,80020.34,75472.47,76702.55,81712.04,86884.84,88149.85,85763.01,97848.3,101770.91,106171.67
South Africa,153.51,171.74,163.23,168.98,152.98,151.52,151.75,135.43,129.09,197.02,255.81,288.87,303.86,333.08,316.13,329.75,417.36,458.2,434.4,400.89,381.2,346.71,323.59,381.45,405.26,389.33,337.97,420.89,406.92,380.7
Zambia,3.66,3.81,3.6,4.3,3.54,3.4,3.6,4.09,4.19,4.9,6.22,8.33,12.76,14.06,17.91,15.33,20.27,23.46,25.5,28.04,27.14,21.25,20.96,25.87,26.31,23.31,18.14,22.1,29.16,27.58
