Country Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Maldives,0.79,0.79,1.01,1.24,1.47,1.71,1.97,3.08,4.15,5.13,6.1,7.33,8.39,9.45,10.24,11.7,10.88,10.06,9.14,8.3,7.48,6.6,5.77,5.4,4.95,4.56,5.43,5.02,4.42,4.24
Middle East & North Africa,12.11,12.41,11.33,11.11,11.22,11.56,12.07,12.12,12.25,11.95,10.8,10.93,10.24,9.72,9.4,9.57,9.77,10.3,10.63,10.33,10.39,10.64,10.7,10.88,10.5,9.87,10.62,10.23,9.6,9.12
Mexico,4.44,7.1,5.46,4.24,3.73,2.6,2.65,2.63,3.0,3.46,3.94,3.56,3.57,3.63,3.87,5.36,5.3,5.18,4.89,4.92,4.82,4.31,3.85,3.42,3.28,3.48,4.44,4.02,3.26,2.76
Middle income,5.16,5.41,5.49,5.54,5.73,5.9,5.88,6.05,6.26,6.32,6.19,6.17,5.97,5.88,5.89,6.1,5.86,5.8,5.82,5.79,5.77,5.96,6.04,6.08,6.04,5.89,6.74,6.24,5.49,5.07
North Macedonia,30.0,35.6,38.8,36.0,34.5,32.4,32.2,30.52,31.94,36.69,37.16,37.32,36.39,35.23,33.93,32.35,33.14,31.5,31.1,29.02,28.22,26.4,24.31,22.86,21.21,17.41,16.58,15.8,14.48,13.17
Mali,1.51,1.46,1.42,1.41,1.35,1.36,1.41,1.34,1.36,1.28,1.41,1.38,1.42,1.4,1.42,1.42,1.4,1.42,1.48,1.52,1.47,1.4,1.37,1.49,1.62,3.29,3.53,3.97,2.39,2.96
Malta,6.34,6.34,6.34,6.33,6.33,6.33,6.32,7.11,6.9,7.49,7.32,6.92,6.8,6.47,5.98,6.89,6.85,6.38,6.2,6.11,5.72,5.39,4.69,4.0,3.66,3.62,4.35,3.39,2.92,3.11
Middle East & North Africa (excluding high income),12.96,13.37,12.21,11.95,12.09,12.48,13.09,13.15,13.26,12.89,11.56,11.77,11.03,10.57,10.36,10.52,10.79,11.52,12.05,11.79,11.92,12.4,12.56,12.75,12.29,11.53,12.1,11.76,11.18,10.87
Mongolia,5.7,5.5,5.53,5.61,5.76,5.85,5.99,6.11,6.2,6.77,6.85,7.02,7.19,7.2,5.56,5.86,6.55,4.77,3.9,4.23,4.8,4.86,7.24,6.36,5.38,9.27,6.59,7.75,6.21,5.5
Mauritania,9.99,9.8,9.79,9.82,9.98,10.04,10.03,10.12,10.18,9.92,9.79,9.63,9.37,9.52,9.74,10.19,10.07,9.97,9.86,9.93,10.03,10.11,10.28,10.34,10.41,10.42,11.05,11.14,10.53,10.45
Mauritius,9.52,9.59,9.51,9.39,9.27,9.28,9.14,9.14,8.2,8.31,8.34,9.52,9.04,8.48,7.17,7.26,7.65,7.45,7.47,7.32,7.47,7.41,6.81,6.75,6.43,6.33,8.63,7.72,6.32,5.57
Malawi,5.35,4.91,4.96,4.72,4.93,5.01,5.05,5.21,5.23,5.16,4.97,4.94,4.96,4.89,4.81,4.75,4.8,4.84,4.95,4.98,4.97,4.95,5.01,5.04,5.01,4.97,5.73,5.66,5.04,5.03
Malaysia,3.64,3.15,2.52,2.45,3.2,3.43,3.0,3.53,3.48,3.61,3.54,3.53,3.32,3.23,3.32,3.66,3.39,3.05,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,3.87
North America,6.55,6.03,5.86,5.4,4.88,4.55,4.27,4.98,5.97,6.15,5.7,5.26,4.82,4.78,5.84,9.17,9.48,8.81,8.0,7.35,6.26,5.46,5.1,4.58,4.11,3.89,8.23,5.59,3.83,3.84
Niger,1.5,1.5,1.5,1.5,1.39,1.39,1.43,1.47,1.81,2.16,2.75,3.1,2.54,2.03,1.59,1.21,0.72,0.32,2.18,1.4,0.52,0.55,0.55,0.55,0.54,0.53,0.59,0.78,0.42,0.42
Nigeria,4.08,4.16,4.06,3.98,3.94,4.0,3.96,3.91,3.68,3.65,3.6,3.73,3.76,3.8,3.8,3.77,3.75,3.77,3.76,3.71,3.9,4.14,4.5,4.83,5.07,5.21,5.74,5.45,3.82,3.07
Netherlands,7.16,7.16,6.42,5.51,4.39,3.62,2.72,2.12,2.55,3.59,4.65,5.87,5.01,4.15,3.66,4.35,4.99,4.98,5.82,7.24,7.42,6.87,6.01,4.84,3.83,3.38,3.82,4.21,3.53,3.54
Norway,5.35,6.31,5.04,4.69,3.74,3.25,3.46,3.74,4.02,4.22,4.26,4.38,3.4,2.49,2.52,3.1,3.53,3.2,3.13,3.42,3.49,4.3,4.68,4.16,3.8,3.68,4.42,4.36,3.23,3.57
Nepal,10.46,10.48,10.44,10.54,10.55,10.58,10.55,10.5,10.63,10.7,10.71,10.62,10.64,10.68,10.61,10.59,10.55,10.64,10.64,10.69,10.62,10.64,10.74,10.66,10.56,10.39,12.98,12.19,10.84,10.63
New Zealand,8.35,6.46,6.29,6.86,7.72,7.02,6.13,5.43,5.28,4.74,4.0,3.81,3.86,3.66,4.17,6.12,6.56,6.49,6.93,5.84,5.43,5.42,5.15,4.74,4.34,4.11,4.6,3.78,3.3,3.73
OECD members,7.83,7.6,7.55,7.26,7.22,7.16,6.72,6.62,7.14,7.27,7.17,6.83,6.34,5.89,6.2,8.38,8.51,8.12,8.1,7.99,7.41,6.86,6.44,5.92,5.48,5.39,7.15,6.19,4.99,4.83
Other small states,9.07,9.4,9.43,9.54,9.36,10.02,10.29,10.2,9.52,9.83,9.74,9.56,8.76,8.13,7.91,9.47,9.79,9.33,9.32,9.5,9.21,8.79,8.5,8.08,7.67,7.34,8.83,8.37,7.77,7.41
Pakistan,0.62,0.63,0.62,0.63,0.64,0.65,0.63,0.63,0.64,0.63,0.61,0.58,0.58,0.4,0.42,0.54,0.65,0.8,3.67,2.95,1.83,3.57,2.28,3.22,4.08,4.83,6.13,6.34,5.48,5.41
Panama,6.43,6.53,6.52,6.41,6.23,6.23,6.26,6.37,6.36,6.35,6.13,6.0,5.82,5.69,5.65,5.86,5.84,4.03,3.69,3.67,4.39,4.34,4.72,5.34,5.16,6.26,14.66,10.18,8.09,6.54
Peru,4.5,4.72,4.93,4.77,5.1,5.01,4.96,5.06,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.48,3.24,3.58,3.21,3.27,3.74,3.69,3.49,3.38,7.18,5.1,3.85,4.9
Philippines,3.76,3.68,3.61,3.6,3.7,3.75,3.77,3.7,3.62,3.53,3.55,3.8,4.05,3.43,3.72,3.86,3.6,3.59,3.5,3.5,3.6,3.07,2.7,2.55,2.34,2.24,2.52,3.4,2.6,2.22
Papua New Guinea,2.43,2.61,2.73,2.86,2.86,2.94,2.92,2.8,2.76,2.63,2.53,2.39,2.29,2.17,2.17,2.09,2.0,2.62,2.63,2.69,2.54,2.5,2.47,2.57,2.64,2.63,2.88,3.0,2.69,2.66
Poland,14.82,13.7,12.68,10.96,9.94,12.29,14.93,18.43,20.21,19.9,18.82,17.59,13.79,9.55,7.07,8.13,9.58,9.58,10.03,10.29,8.97,7.48,6.14,4.87,3.84,3.27,3.16,3.27,2.81,2.74
Pre-demographic dividend,5.42,5.31,5.19,5.09,5.07,5.11,5.14,5.13,5.08,5.06,4.97,4.94,4.92,4.88,4.88,4.9,5.1,5.15,5.06,4.87,4.86,4.94,5.02,5.28,5.35,5.42,5.96,5.82,5.0,4.7
Portugal,6.71,7.06,7.3,6.57,4.64,4.58,3.81,3.83,4.5,6.13,6.32,7.58,7.65,7.96,7.55,9.43,10.77,12.68,15.53,16.19,13.9,12.45,11.07,8.87,6.99,6.46,6.8,6.58,6.01,6.51
Paraguay,4.41,3.4,8.15,5.36,4.42,5.34,7.61,6.21,9.39,6.81,6.51,4.82,5.28,4.71,4.42,5.46,4.57,4.67,4.08,4.38,5.03,4.56,5.26,6.14,6.22,6.6,7.55,7.31,6.76,5.79
Post-demographic dividend,7.51,7.38,7.56,7.36,7.4,7.11,6.53,6.38,6.78,6.86,6.67,6.41,5.99,5.57,5.9,8.07,8.34,8.06,8.11,7.99,7.47,6.89,6.41,5.85,5.3,4.94,6.73,5.8,4.52,4.47
Qatar,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,0.13
Romania,8.17,8.01,6.74,5.52,5.63,6.24,6.97,6.56,8.11,6.95,7.72,7.17,7.27,6.41,5.79,6.86,6.96,7.18,6.79,7.1,6.8,6.81,5.9,4.93,4.19,3.91,5.04,5.59,5.61,5.59
South Asia,6.69,6.66,6.6,6.64,6.66,6.66,6.66,6.71,6.83,6.79,6.74,6.66,6.57,6.58,6.67,6.72,6.53,6.54,6.89,6.89,6.75,6.91,6.76,6.88,7.0,6.21,7.51,6.39,5.04,4.53
Saudi Arabia,6.89,6.45,5.85,5.33,4.77,4.35,4.57,4.62,5.26,5.56,5.82,6.05,6.25,5.73,5.08,5.38,5.55,5.77,5.62,5.6,5.88,5.6,5.6,5.89,6.03,5.64,7.66,6.62,5.59,4.01
Senegal,2.94,2.85,2.84,2.78,2.77,2.68,2.67,2.7,2.83,2.79,2.79,2.7,2.77,2.81,2.82,2.81,2.8,2.85,3.89,4.99,5.84,6.76,4.46,4.08,3.46,2.86,3.44,3.44,2.84,2.8
Singapore,3.03,3.3,3.57,2.5,3.41,4.85,3.7,3.76,5.65,5.93,5.84,5.59,4.48,3.9,3.96,5.86,4.12,3.89,3.72,3.86,3.74,3.79,4.08,4.2,3.61,3.1,4.1,4.64,3.59,3.44
Solomon Islands,1.82,1.86,1.89,2.02,2.16,2.2,2.45,2.64,2.7,2.29,2.03,1.88,1.92,1.98,2.0,2.02,1.62,1.29,0.98,0.69,0.73,0.74,0.73,0.72,0.72,0.74,0.86,0.88,1.48,1.46
El Salvador,7.68,7.65,7.68,7.98,7.1,7.3,6.96,6.96,6.2,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.89,4.3,3.84,3.69,4.15,4.0,4.42,4.38,4.01,4.17,5.01,4.33,3.0,2.99
Sub-Saharan Africa (excluding high income),6.59,6.45,6.38,6.34,6.36,6.45,6.44,6.34,6.24,6.17,6.02,5.92,5.84,5.79,5.79,5.85,5.98,6.0,5.86,5.64,5.68,5.86,5.94,6.08,6.11,6.27,6.8,6.99,6.2,5.89
Sub-Saharan Africa,6.59,6.45,6.38,6.34,6.36,6.45,6.44,6.34,6.24,6.17,6.02,5.92,5.84,5.79,5.79,5.85,5.98,6.0,5.86,5.64,5.68,5.86,5.94,6.08,6.11,6.27,6.8,6.99,6.2,5.89
Small states,9.39,9.36,9.36,9.41,9.22,9.66,9.76,9.69,9.3,9.56,9.38,9.15,8.4,7.88,7.72,9.1,9.33,9.03,9.06,9.24,8.99,8.57,8.36,7.96,7.68,7.37,8.77,8.33,7.64,7.25
Slovak Republic,13.65,13.11,11.34,11.89,12.42,16.1,18.55,19.15,18.54,17.55,18.21,16.28,13.4,11.16,9.51,12.02,14.39,13.63,13.97,14.23,11.54,11.49,9.68,8.14,6.54,5.76,6.72,6.89,6.14,5.84
Slovenia,8.24,7.15,6.89,6.66,7.4,7.33,6.92,5.68,5.92,6.48,6.01,6.51,5.95,4.82,4.37,5.86,7.24,8.17,8.84,10.1,9.67,8.96,8.0,6.56,5.11,4.45,4.97,4.74,4.01,3.65
Sweden,9.58,8.9,9.55,10.36,8.94,7.61,5.47,4.73,4.96,5.56,6.69,7.81,7.07,6.16,6.24,8.35,8.61,7.8,7.98,8.05,7.95,7.43,6.99,6.72,6.36,6.83,8.29,8.72,7.39,7.61
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0.71,0.75,0.7,0.73,0.73,0.75,0.79,0.79,0.77,0.73,0.68,0.68,0.72,0.83,0.91,0.91,0.88,0.9,0.9,0.95,0.93,0.97,1.05,1.12,1.14,1.08,1.71,1.55,1.1,1.07
East Asia & Pacific (IDA & IBRD countries),2.93,3.01,3.12,3.21,3.38,3.47,3.43,3.86,4.18,4.43,4.42,4.5,4.39,4.37,4.46,4.44,4.18,4.12,4.06,4.06,4.06,4.13,4.05,3.93,3.82,3.91,4.38,4.14,4.25,3.99
Europe & Central Asia (IDA & IBRD countries),8.4,9.39,9.98,10.65,11.49,11.91,11.03,10.75,10.53,10.29,9.95,9.29,8.67,7.57,7.37,9.1,8.69,8.12,7.66,7.72,7.66,7.64,7.48,7.13,6.69,6.74,7.24,6.83,5.68,5.16
Thailand,1.35,1.1,1.07,0.87,3.4,2.97,2.39,2.6,1.82,1.54,1.51,1.35,1.22,1.18,1.18,1.49,0.62,0.66,0.58,0.25,0.58,0.6,0.69,0.83,0.76,0.72,1.1,1.22,0.94,0.73
Latin America & the Caribbean (IDA & IBRD countries),6.58,7.87,8.28,8.14,8.52,9.5,9.55,9.16,9.52,9.39,8.88,8.34,7.71,7.31,6.92,7.89,7.25,6.73,6.43,6.38,6.2,6.72,7.81,8.13,8.03,8.1,10.35,9.27,7.0,6.28
Middle East & North Africa (IDA & IBRD countries),12.98,13.39,12.22,11.96,12.1,12.5,13.11,13.09,13.16,12.81,11.48,11.71,10.97,10.5,10.26,10.44,10.71,11.47,11.98,11.72,11.84,12.3,12.44,12.62,12.15,11.38,11.96,11.6,11.03,10.87
South Asia (IDA & IBRD),6.69,6.66,6.6,6.64,6.66,6.66,6.66,6.71,6.83,6.79,6.74,6.66,6.57,6.58,6.67,6.72,6.53,6.54,6.89,6.89,6.75,6.91,6.76,6.88,7.0,6.21,7.51,6.39,5.04,4.53
Sub-Saharan Africa (IDA & IBRD countries),6.59,6.45,6.38,6.34,6.36,6.45,6.44,6.34,6.24,6.17,6.02,5.92,5.84,5.79,5.79,5.85,5.98,6.0,5.86,5.64,5.68,5.86,5.94,6.08,6.11,6.27,6.8,6.99,6.2,5.89
Trinidad and Tobago,18.44,17.22,16.25,15.01,14.21,13.12,12.1,10.88,10.39,10.48,8.33,7.95,6.27,5.54,4.63,5.28,4.03,3.42,3.72,2.68,2.48,2.43,3.21,3.39,3.5,3.52,4.21,4.45,4.38,4.21
Tunisia,16.01,16.34,16.06,15.94,15.48,15.21,14.94,14.4,14.55,14.51,14.23,12.87,12.51,12.36,12.44,13.29,13.05,18.33,17.63,15.93,14.26,15.16,15.56,15.33,15.46,17.15,17.66,16.61,15.3,15.11
Turkiye,8.58,7.64,6.63,6.84,6.89,7.69,6.5,8.38,10.36,10.54,10.84,10.64,10.23,10.28,10.96,14.03,11.88,9.79,9.21,9.71,9.9,10.3,10.9,10.92,10.96,13.73,13.15,11.97,10.46,9.39
Tanzania,3.85,3.66,3.47,3.34,3.28,3.22,3.13,2.99,3.02,3.06,3.11,3.19,3.3,3.02,2.77,2.5,3.03,3.47,3.22,2.93,2.12,2.16,2.23,2.3,2.39,2.5,2.78,2.82,2.59,2.58
Uganda,3.47,3.24,3.21,3.25,3.44,3.47,3.53,3.52,3.5,3.6,2.7,1.9,2.27,2.68,3.05,3.6,3.62,3.53,3.55,1.91,2.35,2.68,3.01,3.43,3.25,3.06,3.83,3.42,2.89,2.79
Ukraine,2.0,5.62,7.65,8.93,11.32,11.86,11.71,11.06,10.14,9.06,8.59,7.18,6.81,6.35,6.36,8.84,8.1,7.85,7.53,7.17,9.27,9.14,9.35,9.5,8.8,8.19,9.48,9.83,,
Upper middle income,4.52,4.95,5.13,5.17,5.47,5.74,5.7,5.96,6.29,6.41,6.25,6.25,6.0,5.91,5.89,6.21,5.9,5.72,5.62,5.58,5.59,5.81,6.04,6.05,5.98,6.11,6.81,6.43,6.06,5.68
Uruguay,9.04,10.02,11.93,11.44,9.36,10.47,12.63,15.05,16.65,16.66,12.98,12.01,10.84,9.4,8.02,7.74,7.16,6.31,6.45,6.44,6.55,7.49,7.84,7.89,8.34,8.84,10.41,9.33,7.88,8.36
United States,6.12,5.65,5.45,5.0,4.51,4.22,3.99,4.73,5.78,5.99,5.53,5.08,4.62,4.62,5.78,9.25,9.63,8.95,8.07,7.38,6.17,5.28,4.87,4.36,3.9,3.67,8.06,5.35,3.65,3.64
St. Vincent and the Grenadines,19.97,19.99,20.34,20.12,20.51,20.53,20.79,21.1,20.62,19.97,19.52,19.45,19.15,18.93,18.79,19.39,19.97,20.05,19.87,19.37,19.25,19.14,19.03,19.01,18.98,19.24,20.64,20.34,19.42,18.57
World,5.8,5.93,5.99,6.02,6.17,6.29,6.12,6.2,6.43,6.5,6.34,6.23,5.98,5.78,5.83,6.42,6.29,6.16,6.16,6.11,5.97,6.01,5.98,5.91,5.77,5.6,6.61,6.06,5.26,4.92
South Africa,22.94,22.65,22.48,22.52,22.67,22.79,22.71,22.6,22.55,22.63,22.54,22.46,22.32,22.29,22.41,23.52,24.68,24.64,24.73,24.56,24.89,25.15,26.54,27.04,26.91,28.47,29.22,34.01,33.27,32.1
Zambia,18.65,16.83,15.3,13.3,12.0,12.5,12.93,13.42,14.13,14.7,15.33,15.9,13.23,10.56,7.93,10.58,13.19,10.54,7.85,7.26,6.57,5.94,5.24,4.53,5.03,5.54,6.03,5.2,6.0,5.9
